,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
8638,Theatre and Drama,THEATRE 619,1,Sophomore standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8639,Theatre and Drama,THEATRE 631,3,THEATRE/ENGL  120 or Graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8640,Theatre and Drama,THEATRE 661,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
8641,Theatre and Drama,THEATRE 691,2,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
8642,Theatre and Drama,THEATRE 692,2,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
8643,Theatre and Drama,THEATRE 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
8644,Theatre and Drama,THEATRE/ENGL  731,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
8645,Theatre and Drama,THEATRE 799,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
8646,Theatre and Drama,THEATRE 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Summer 2021
8647,Urban and Regional Planning,URB R PL 215,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
8648,Urban and Regional Planning,URB R PL/GEOG  305,3,Sophomore standing,Ethnic St - Counts toward Ethnic Studies requirement Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8649,Urban and Regional Planning,URB R PL/A A E/ECON/REAL EST  306,3,"(ECON 101, 111, or A A E 215) or declared in undergraduate Business Exchange program",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8650,Urban and Regional Planning,URB R PL/JOURN/POLI SCI  373,3,Sophomore standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8651,Urban and Regional Planning,URB R PL 411,3,Sophomore standing,Gen Ed - Communication Part B Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
8652,Urban and Regional Planning,URB R PL/ECON/REAL EST  420,3,(ECON 101 or 111) or declared in undergraduate Business Exchange program,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8653,Urban and Regional Planning,URB R PL/ECON/ENVIR ST/POLI SCI  449,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
8654,Urban and Regional Planning,URB R PL/LAND ARC  463,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
8655,Urban and Regional Planning,URB R PL/GEOG  503,3,Junior standing,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2020
8656,Urban and Regional Planning,URB R PL/GEOG  505,3,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
8657,Urban and Regional Planning,URB R PL 512,3,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8658,Urban and Regional Planning,URB R PL/A A E/REAL EST  520,3,ECON 301 or 311 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8659,Urban and Regional Planning,URB R PL/ENVIR ST/GEOG/LAND ARC  532,3,GEOG/CIV ENGR/ENVIR ST  377 or graduate/professional standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8660,Urban and Regional Planning,URB R PL 550,3,Senior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8661,Urban and Regional Planning,URB R PL 551,3,Senior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8662,Urban and Regional Planning,URB R PL 590,1,Senior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8663,Urban and Regional Planning,URB R PL 601,3,Senior standing,Breadth - Either Humanities or Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
8664,Urban and Regional Planning,URB R PL 611,3,Senior standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8665,Urban and Regional Planning,URB R PL/C&E SOC/SOC  617,3,"SOC/C&E SOC  140, 210, 211, SOC 181, or graduate/professional standing",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8666,Urban and Regional Planning,URB R PL/C&E SOC/SOC  645,3,"SOC/C&E SOC  140, 210, 211, SOC 181, or graduate/professional standing",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
8667,Urban and Regional Planning,URB R PL/A A E/ECON/ENVIR ST  671,3,"Graduate/professional standing or (senior standing and A A E 215, ECON 101, or 111)",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
8668,Urban and Regional Planning,URB R PL 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
8669,Urban and Regional Planning,URB R PL 711,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
8670,Urban and Regional Planning,URB R PL/CIV ENGR/ENVIR ST  717,1,Declared in Water Resources Management MS or Doctoral Minor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8671,Urban and Regional Planning,URB R PL/CIV ENGR/ENVIR ST  718,2,Declared in Water Resources Management MS or Doctoral Minor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8672,Urban and Regional Planning,URB R PL/CIV ENGR/ENVIR ST  719,4,URB R PL/CIV ENGR/ENVIR ST  718,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Summer 2023
8673,Urban and Regional Planning,URB R PL/REAL EST  720,3,Graduate standing and (ECON 301 or 311),Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8674,Urban and Regional Planning,URB R PL/SOC WORK  721,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8675,Urban and Regional Planning,URB R PL/ECON/PUB AFFR  734,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
8676,Urban and Regional Planning,URB R PL 741,3,Declared in Urban and Regional Planning MS or PhD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
8677,Urban and Regional Planning,URB R PL 742,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8678,Urban and Regional Planning,URB R PL 751,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8679,Urban and Regional Planning,URB R PL 761,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
8680,Urban and Regional Planning,URB R PL 781,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8681,Urban and Regional Planning,URB R PL 791,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8682,Urban and Regional Planning,URB R PL/ENVIR ST/PUB AFFR  809,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8683,Urban and Regional Planning,URB R PL/ENVIR ST/PUB AFFR  810,3,Declared in Energy Analysis and Policy Graduate/Professional Certificate or Doctoral Minor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8684,Urban and Regional Planning,URB R PL/LAW  830,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8685,Urban and Regional Planning,URB R PL 833,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8686,Urban and Regional Planning,URB R PL 841,2,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8687,Urban and Regional Planning,URB R PL/ENVIR ST  843,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
8688,Urban and Regional Planning,URB R PL 844,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8689,Urban and Regional Planning,URB R PL/ECON  845,1,ECON 713 and 714,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2020
8690,Urban and Regional Planning,URB R PL/ENVIR ST  865,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
8691,Urban and Regional Planning,URB R PL/POLI SCI/PUB AFFR  874,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8692,Urban and Regional Planning,URB R PL/POLI SCI/PUB AFFR  878,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8693,Urban and Regional Planning,URB R PL 912,4,URB R PL 791,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8694,Urban and Regional Planning,URB R PL/ENVIR ST  917,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8695,Urban and Regional Planning,URB R PL/SOC  924,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8696,Urban and Regional Planning,URB R PL 932,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
8697,Urban and Regional Planning,URB R PL 945,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8698,Urban and Regional Planning,URB R PL/DS/F&W ECOL  955,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
8699,Urban and Regional Planning,URB R PL 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
8700,Urban and Regional Planning,URB R PL 999,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
8701,Zoology,ZOOLOGY/BIOLOGY  101,3,Not open to students with credit for BOTANY/BIOLOGY/ZOOLOGY  151 or 152,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8702,Zoology,ZOOLOGY/BIOLOGY  102,2,Not open to students with credit for BOTANY/BIOLOGY/ZOOLOGY  151 or 152,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8703,Zoology,ZOOLOGY/BIOLOGY/BOTANY  151,5,"Not open to students with credit for BIOLOGY/ZOOLOGY  101, 102 or BIOLOGY/BOTANY  130",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8704,Zoology,ZOOLOGY/BIOLOGY/BOTANY  152,5,ZOOLOGY/BIOLOGY/BOTANY  151,Gen Ed - Communication Part B Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8705,Zoology,ZOOLOGY 153,3,"Not open to students with credit for BIOLOGY/ZOOLOGY  101, 102 or BIOLOGY/BOTANY  130",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8706,Zoology,ZOOLOGY/PL PATH  154,2,Consent of instructor,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8707,Zoology,ZOOLOGY 199,1,Consent of instructor,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2022
8708,Zoology,ZOOLOGY/BOTANY/ENVIR ST  260,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
8709,Zoology,ZOOLOGY 299,1,Consent of instructor,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
8710,Zoology,ZOOLOGY 300,3,"(ZOOLOGY/BIOLOGY  101 and 102), (ZOOLOGY/BIOLOGY/BOTANY  151 and 152) or BIOCORE 381",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
